Date,Region,Category,Product,Segment,Units,Revenue,Profit
2025-12-10,Middle East,Software,"Analytics Suite License",Consumer,4,4263,3266
2025-12-10,North America,Software,"Security Shield Pro",Government,8,8501,5000
2025-12-12,Latin America,Software,"Cloud Backup Plan",SMB,6,1354,949
2025-12-12,Asia Pacific,Accessories,"Mechanical Keyboard",Enterprise,2,318,108
2025-12-13,Latin America,Electronics,"Aurora Laptop 14"",Government,5,5320,1340
2025-12-13,Europe,Office Supplies,"Premium Notebook Set",Enterprise,2,77,20
2025-12-14,Latin America,Office Supplies,"Label Printer",Enterprise,3,496,173
2025-12-14,Latin America,Software,"Cloud Backup Plan",Government,5,1131,723
2025-12-15,Middle East,Software,"Analytics Suite License",Consumer,4,3688,2516
2025-12-15,Asia Pacific,Accessories,"Wireless Mouse",Government,8,407,157
2025-12-16,Europe,Electronics,"Vertex Monitor 27"",SMB,9,4670,1117
2025-12-16,North America,Software,"Design Studio License",Enterprise,11,11787,8882
2025-12-16,Middle East,Software,"Cloud Backup Plan",Government,5,951,684
2025-12-17,Asia Pacific,Software,"Design Studio License",SMB,11,10454,8077
2025-12-17,North America,Furniture,"Conference Table XL",Consumer,8,10103,1684
2025-12-17,Asia Pacific,Office Supplies,"Premium Notebook Set",Consumer,2,64,24
2025-12-18,North America,Accessories,"USB-C Hub",Consumer,2,152,59
2025-12-18,North America,Software,"Cloud Backup Plan",SMB,5,2016,1488
2025-12-19,Europe,Furniture,"Conference Table XL",Enterprise,6,7236,997
2025-12-20,Asia Pacific,Office Supplies,"Stapler Deluxe",Enterprise,4,115,52
2025-12-21,Latin America,Furniture,"Ergo Office Chair",Consumer,5,1452,292
2025-12-22,North America,Software,"Design Studio License",Government,3,3077,1735
